RoundedLat,RoundedLong,Count,bins
40.582,-74.091,3,1
40.582,-74.09,3,1
40.582,-74.088,6,3
40.582,-74.087,7,3
40.582,-74.085,1,0
40.582,-74.083,10,5
40.582,-74.082,6,3
40.582,-73.987,1,0
40.582,-73.986,57,10
40.582,-73.985,27,8
40.582,-73.984,41,9
40.582,-73.972,47,10
40.582,-73.971,30,8
40.582,-73.969,1,0
40.582,-73.967,259,13
40.582,-73.966,31,9
40.582,-73.964,127,12
40.582,-73.963,24,8
40.582,-73.962,99,12
40.582,-73.961,147,13
40.582,-73.96,217,13
40.582,-73.959,66,11
40.582,-73.958,77,11
40.582,-73.957,5,2
40.582,-73.956,26,8
40.582,-73.955,59,10
40.582,-73.954,57,10
40.582,-73.953,15,6
40.582,-73.952,9,4
40.582,-73.951,13,6
40.582,-73.95,14,6
40.582,-73.949,16,6
40.582,-73.948,18,7
40.582,-73.947,12,5
40.582,-73.851,3,1
40.582,-73.85,7,3
40.582,-73.849,7,3
40.582,-73.847,2,0
40.582,-73.846,5,2
40.582,-73.844,5,2
40.582,-73.843,3,1
40.582,-73.842,4,2
40.582,-73.841,3,1
40.582,-73.84,10,5
40.582,-73.839,45,10
40.582,-73.838,101,12
40.582,-73.837,23,8
40.582,-73.831,35,9
40.582,-73.83,71,11
40.582,-73.829,54,10
40.582,-73.826,35,9
40.582,-73.824,5,2
40.582,-73.823,20,7
40.582,-73.822,27,8
40.582,-73.821,22,7
40.583,-74.162,770,14
40.583,-74.159,6,3
40.583,-74.158,14,6
40.583,-74.157,10,5
40.583,-74.155,1,0
40.583,-74.153,1,0
40.583,-74.152,8,4
40.583,-74.151,3,1
40.583,-74.13,14,6
40.583,-74.129,432,14
40.583,-74.126,2,0
40.583,-74.112,1,0
40.583,-74.111,2,0
40.583,-74.109,12,5
40.583,-74.106,2,0
40.583,-74.105,4,2
40.583,-74.104,9,4
40.583,-74.102,1,0
40.583,-74.101,5,2
40.583,-74.1,1,0
40.583,-74.099,1,0
40.583,-74.096,59,10
40.583,-74.094,2,0
40.583,-74.093,6,3
40.583,-74.092,3,1
40.583,-74.09,11,5
40.583,-74.089,8,4
40.583,-74.086,12,5
40.583,-74.085,1,0
40.583,-74.084,2,0
40.583,-73.988,17,6
40.583,-73.987,13,6
40.583,-73.986,964,14
40.583,-73.984,600,14
40.583,-73.983,44,10
40.583,-73.975,27,8
40.583,-73.974,2,0
40.583,-73.973,26,8
40.583,-73.972,4,2
40.583,-73.967,7,3
40.583,-73.966,25,8
40.583,-73.965,28,8
40.583,-73.964,139,12
40.583,-73.963,51,10
40.583,-73.962,7,3
40.583,-73.961,33,9
40.583,-73.96,144,13
40.583,-73.959,28,8
40.583,-73.958,8,4
40.583,-73.957,138,12
40.583,-73.956,7,3
40.583,-73.955,18,7
40.583,-73.954,47,10
40.583,-73.953,74,11
40.583,-73.951,26,8
40.583,-73.95,85,11
40.583,-73.835,96,12
40.583,-73.833,2,0
40.583,-73.83,20,7
40.583,-73.828,13,6
40.583,-73.827,32,9
40.583,-73.826,38,9
40.583,-73.825,12,5
40.583,-73.822,46,10
40.583,-73.821,8,4
40.583,-73.82,1,0
40.583,-73.819,37,9
40.583,-73.818,38,9
40.583,-73.817,21,7
40.584,-74.169,457,14
40.584,-74.161,8,4
40.584,-74.16,14,6
40.584,-74.159,10,5
40.584,-74.158,4,2
40.584,-74.157,5,2
40.584,-74.156,3,1
40.584,-74.155,3,1
40.584,-74.154,7,3
40.584,-74.153,5,2
40.584,-74.152,10,5
40.584,-74.15,7,3
40.584,-74.149,2,0
40.584,-74.108,10,5
40.584,-74.107,7,3
40.584,-74.106,2,0
40.584,-74.105,8,4
40.584,-74.103,39,9
40.584,-74.102,19,7
40.584,-74.101,2,0
40.584,-74.098,1,0
40.584,-74.097,3,1
40.584,-74.095,53,10
40.584,-74.094,16,6
40.584,-74.092,2,0
40.584,-74.091,9,4
40.584,-74.089,2,0
40.584,-74.088,7,3
40.584,-74.087,229,13
40.584,-74.073,6,3
40.584,-73.988,7,3
40.584,-73.987,39,9
40.584,-73.986,1,0
40.584,-73.985,1,0
40.584,-73.984,16,6
40.584,-73.983,34,9
40.584,-73.982,9,4
40.584,-73.973,18,7
40.584,-73.972,20,7
40.584,-73.971,34,9
40.584,-73.969,29,8
40.584,-73.968,13,6
40.584,-73.963,26,8
40.584,-73.962,18,7
40.584,-73.961,2,0
40.584,-73.96,15,6
40.584,-73.959,10,5
40.584,-73.958,33,9
40.584,-73.957,80,11
40.584,-73.956,41,9
40.584,-73.955,7,3
40.584,-73.954,13,6
40.584,-73.953,37,9
40.584,-73.952,36,9
40.584,-73.951,10,5
40.584,-73.95,48,10
40.584,-73.949,13,6
40.584,-73.948,143,13
40.584,-73.947,248,13
40.584,-73.946,20,7
40.584,-73.945,28,8
40.584,-73.944,81,11
40.584,-73.943,38,9
40.584,-73.942,17,6
40.584,-73.941,35,9
40.584,-73.94,48,10
40.584,-73.939,63,11
40.584,-73.938,52,10
40.584,-73.937,60,11
40.584,-73.936,13,6
40.584,-73.935,40,9
40.584,-73.934,53,10
40.584,-73.933,155,13
40.584,-73.932,148,13
40.584,-73.931,103,12
40.584,-73.894,45,10
40.584,-73.831,43,10
40.584,-73.828,1,0
40.584,-73.826,67,11
40.584,-73.824,3,1
40.584,-73.823,134,12
40.584,-73.822,41,9
40.584,-73.821,52,10
40.584,-73.82,31,9
40.584,-73.819,31,9
40.584,-73.818,27,8
40.584,-73.816,33,9
40.584,-73.815,37,9
40.584,-73.814,25,8
40.584,-73.813,27,8
40.585,-74.164,7,3
40.585,-74.163,6,3
40.585,-74.162,25,8
40.585,-74.161,2,0
40.585,-74.16,28,8
40.585,-74.159,15,6
40.585,-74.158,1,0
40.585,-74.156,3,1
40.585,-74.155,7,3
40.585,-74.153,3,1
40.585,-74.152,3,1
40.585,-74.151,2,0
40.585,-74.15,22,7
40.585,-74.148,17,6
40.585,-74.111,2,0
40.585,-74.11,6,3
40.585,-74.106,17,6
40.585,-74.105,6,3
40.585,-74.104,10,5
40.585,-74.102,27,8
40.585,-74.101,7,3
40.585,-74.098,1,0
40.585,-74.097,11,5
40.585,-74.096,4,2
40.585,-74.094,4,2
40.585,-74.093,55,10
40.585,-74.092,13,6
40.585,-74.091,1,0
40.585,-74.09,7,3
40.585,-74.089,13,6
40.585,-74.088,16,6
40.585,-74.071,1,0
40.585,-73.989,7,3
40.585,-73.988,322,14
40.585,-73.987,70,11
40.585,-73.986,11,5
40.585,-73.985,9,4
40.585,-73.984,21,7
40.585,-73.983,26,8
40.585,-73.982,3,1
40.585,-73.974,6,3
40.585,-73.972,3,1
40.585,-73.971,48,10
40.585,-73.969,7,3
40.585,-73.968,7,3
40.585,-73.967,8,4
40.585,-73.966,1,0
40.585,-73.963,22,7
40.585,-73.962,8,4
40.585,-73.961,2,0
40.585,-73.96,5,2
40.585,-73.959,20,7
40.585,-73.958,32,9
40.585,-73.957,24,8
40.585,-73.956,21,7
40.585,-73.955,1,0
40.585,-73.954,34,9
40.585,-73.953,16,6
40.585,-73.952,31,9
40.585,-73.951,1,0
40.585,-73.95,12,5
40.585,-73.948,3,1
40.585,-73.947,1,0
40.585,-73.946,10,5
40.585,-73.945,5,2
40.585,-73.944,3,1
40.585,-73.943,7,3
40.585,-73.942,3,1
40.585,-73.94,6,3
40.585,-73.939,8,4
40.585,-73.938,1,0
40.585,-73.937,16,6
40.585,-73.936,9,4
40.585,-73.935,22,7
40.585,-73.934,42,10
40.585,-73.933,29,8
40.585,-73.932,9,4
40.585,-73.931,13,6
40.585,-73.928,15,6
40.585,-73.927,14,6
40.585,-73.926,8,4
40.585,-73.826,10,5
40.585,-73.825,13,6
40.585,-73.824,14,6
40.585,-73.823,10,5
40.585,-73.822,117,12
40.585,-73.821,22,7
40.585,-73.82,100,12
40.585,-73.819,109,12
40.585,-73.818,193,13
40.585,-73.817,41,9
40.585,-73.816,3,1
40.585,-73.815,50,10
40.585,-73.814,8,4
40.585,-73.813,20,7
40.585,-73.812,12,5
40.585,-73.811,74,11
40.585,-73.81,113,12
40.586,-74.196,5,2
40.586,-74.168,134,12
40.586,-74.165,22,7
40.586,-74.164,1,0
40.586,-74.163,58,10
40.586,-74.162,5,2
40.586,-74.161,6,3
40.586,-74.16,5,2
40.586,-74.158,8,4
40.586,-74.157,13,6
40.586,-74.156,4,2
40.586,-74.155,6,3
40.586,-74.154,6,3
40.586,-74.153,3,1
40.586,-74.152,29,8
40.586,-74.15,5,2
40.586,-74.149,7,3
40.586,-74.148,9,4
40.586,-74.134,1,0
40.586,-74.11,1,0
40.586,-74.106,7,3
40.586,-74.105,14,6
40.586,-74.103,90,12
40.586,-74.102,15,6
40.586,-74.101,45,10
40.586,-74.099,11,5
40.586,-74.097,4,2
40.586,-74.095,14,6
40.586,-74.093,25,8
40.586,-74.092,6,3
40.586,-74.091,2,0
40.586,-74.09,5,2
40.586,-74.089,6,3
40.586,-74.088,7,3
40.586,-74.087,5,2
40.586,-73.99,10,5
40.586,-73.989,9,4
40.586,-73.988,89,12
40.586,-73.987,13,6
40.586,-73.986,9,4
40.586,-73.985,14,6
40.586,-73.983,36,9
40.586,-73.974,32,9
40.586,-73.973,24,8
40.586,-73.972,42,10
40.586,-73.971,22,7
40.586,-73.97,15,6
40.586,-73.969,46,10
40.586,-73.968,23,8
40.586,-73.966,286,14
40.586,-73.964,4,2
40.586,-73.963,3,1
40.586,-73.962,2,0
40.586,-73.96,14,6
40.586,-73.959,14,6
40.586,-73.958,5,2
40.586,-73.957,62,11
40.586,-73.956,15,6
40.586,-73.955,79,11
40.586,-73.954,7,3
40.586,-73.953,32,9
40.586,-73.952,34,9
40.586,-73.951,45,10
40.586,-73.95,26,8
40.586,-73.949,70,11
40.586,-73.948,15,6
40.586,-73.947,10,5
40.586,-73.946,8,4
40.586,-73.945,8,4
40.586,-73.944,17,6
40.586,-73.943,7,3
40.586,-73.942,10,5
40.586,-73.941,18,7
40.586,-73.94,2,0
40.586,-73.939,9,4
40.586,-73.938,10,5
40.586,-73.937,18,7
40.586,-73.936,9,4
40.586,-73.935,3,1
40.586,-73.933,4,2
40.586,-73.932,24,8
40.586,-73.931,42,10
40.586,-73.93,298,14
40.586,-73.925,12,5
40.586,-73.924,1,0
40.586,-73.923,1,0
40.586,-73.922,5,2
40.586,-73.824,12,5
40.586,-73.823,59,10
40.586,-73.822,229,13
40.586,-73.821,152,13
40.586,-73.82,150,13
40.586,-73.819,15,6
40.586,-73.818,38,9
40.586,-73.817,785,14
40.586,-73.816,4618,14
40.586,-73.815,48,10
40.586,-73.814,54,10
40.586,-73.813,65,11
40.586,-73.81,8,4
40.586,-73.807,114,12
40.586,-73.806,19,7
40.587,-74.199,1,0
40.587,-74.193,11,5
40.587,-74.191,63,11
40.587,-74.165,3,1
40.587,-74.164,1318,14
40.587,-74.162,19,7
40.587,-74.161,14,6
40.587,-74.16,3,1
40.587,-74.159,26,8
40.587,-74.157,8,4
40.587,-74.156,3,1
40.587,-74.155,4,2
40.587,-74.154,10,5
40.587,-74.153,3,1
40.587,-74.152,6,3
40.587,-74.15,1,0
40.587,-74.148,8,4
40.587,-74.146,17,6
40.587,-74.129,9,4
40.587,-74.11,5,2
40.587,-74.109,2,0
40.587,-74.105,10,5
40.587,-74.104,27,8
40.587,-74.103,5,2
40.587,-74.101,69,11
40.587,-74.098,2,0
40.587,-74.097,9,4
40.587,-74.096,8,4
40.587,-74.095,5,2
40.587,-74.094,3,1
40.587,-74.093,2,0
40.587,-74.092,92,12
40.587,-74.091,15,6
40.587,-74.09,3,1
40.587,-74.089,6,3
40.587,-74.088,5,2
40.587,-74.087,5,2
40.587,-74.086,6,3
40.587,-74.069,16,6
40.587,-73.997,13,6
40.587,-73.994,2,0
40.587,-73.992,20,7
40.587,-73.991,35,9
40.587,-73.989,19,7
40.587,-73.988,7,3
40.587,-73.987,34,9
40.587,-73.986,10,5
40.587,-73.985,19,7
40.587,-73.983,50,10
40.587,-73.974,17,6
40.587,-73.973,14,6
40.587,-73.972,15,6
40.587,-73.971,12,5
40.587,-73.97,9,4
40.587,-73.969,4,2
40.587,-73.968,16,6
40.587,-73.967,4,2
40.587,-73.966,60,11
40.587,-73.965,18,7
40.587,-73.964,12,5
40.587,-73.963,6,3
40.587,-73.962,17,6
40.587,-73.961,2,0
40.587,-73.96,230,13
40.587,-73.959,41,9
40.587,-73.958,50,10
40.587,-73.957,32,9
40.587,-73.956,24,8
40.587,-73.955,28,8
40.587,-73.954,729,14
40.587,-73.953,156,13
40.587,-73.952,61,11
40.587,-73.951,1,0
40.587,-73.95,17,6
40.587,-73.949,23,8
40.587,-73.948,14,6
40.587,-73.947,4,2
40.587,-73.946,29,8
40.587,-73.945,4,2
40.587,-73.944,8,4
40.587,-73.943,7,3
40.587,-73.942,13,6
40.587,-73.941,4,2
40.587,-73.94,6,3
40.587,-73.939,31,9
40.587,-73.938,4,2
40.587,-73.937,3,1
40.587,-73.936,9,4
40.587,-73.935,48,10
40.587,-73.934,28,8
40.587,-73.933,16,6
40.587,-73.932,20,7
40.587,-73.929,21,7
40.587,-73.926,3,1
40.587,-73.925,2,0
40.587,-73.924,13,6
40.587,-73.923,3,1
40.587,-73.922,5,2
40.587,-73.921,4,2
40.587,-73.92,21,7
40.587,-73.919,40,9
40.587,-73.821,16,6
40.587,-73.82,16,6
40.587,-73.819,16,6
40.587,-73.818,13,6
40.587,-73.817,22,7
40.587,-73.816,51,10
40.587,-73.815,112,12
40.587,-73.814,161,13
40.587,-73.813,380,14
40.587,-73.812,69,11
40.587,-73.81,26,8
40.587,-73.807,1,0
40.587,-73.805,26,8
40.587,-73.804,48,10
40.587,-73.802,33,9
40.587,-73.801,15,6
40.587,-73.799,2,0
40.587,-73.797,1,0
40.588,-74.198,2,0
40.588,-74.196,6,3
40.588,-74.192,12,5
40.588,-74.19,3,1
40.588,-74.168,48,10
40.588,-74.166,128,12
40.588,-74.165,3,1
40.588,-74.164,6,3
40.588,-74.163,37,9
40.588,-74.162,1,0
40.588,-74.161,35,9
40.588,-74.159,2,0
40.588,-74.158,4,2
40.588,-74.157,5,2
40.588,-74.155,12,5
40.588,-74.154,4,2
40.588,-74.153,6,3
40.588,-74.152,15,6
40.588,-74.151,8,4
40.588,-74.15,1,0
40.588,-74.149,2,0
40.588,-74.147,6,3
40.588,-74.111,1,0
40.588,-74.109,3,1
40.588,-74.108,1,0
40.588,-74.104,1,0
40.588,-74.103,214,13
40.588,-74.1,10,5
40.588,-74.099,21,7
40.588,-74.098,7,3
40.588,-74.097,5,2
40.588,-74.096,1,0
40.588,-74.095,10,5
40.588,-74.094,1,0
40.588,-74.093,1,0
40.588,-74.092,15,6
40.588,-74.091,40,9
40.588,-74.09,20,7
40.588,-74.088,6,3
40.588,-74.087,7,3
40.588,-74.086,2,0
40.588,-74.076,2,0
40.588,-74.074,1,0
40.588,-74.071,1,0
40.588,-74.069,6,3
40.588,-73.992,167,13
40.588,-73.991,29,8
40.588,-73.99,60,11
40.588,-73.989,24,8
40.588,-73.988,17,6
40.588,-73.987,26,8
40.588,-73.985,38,9
40.588,-73.984,56,10
40.588,-73.974,30,8
40.588,-73.973,20,7
40.588,-73.972,16,6
40.588,-73.971,14,6
40.588,-73.97,23,8
40.588,-73.969,1,0
40.588,-73.968,10,5
40.588,-73.967,3,1
40.588,-73.966,28,8
40.588,-73.965,13,6
40.588,-73.964,5,2
40.588,-73.963,6,3
40.588,-73.962,1,0
40.588,-73.961,2,0
40.588,-73.96,81,11
40.588,-73.959,19,7
40.588,-73.958,75,11
40.588,-73.957,28,8
40.588,-73.956,45,10
40.588,-73.955,430,14
40.588,-73.954,57,10
40.588,-73.953,19,7
40.588,-73.952,45,10
40.588,-73.951,34,9
40.588,-73.95,11,5
40.588,-73.949,67,11
40.588,-73.948,9,4
40.588,-73.947,37,9
40.588,-73.945,18,7
40.588,-73.944,13,6
40.588,-73.943,4,2
40.588,-73.942,21,7
40.588,-73.941,14,6
40.588,-73.94,25,8
40.588,-73.937,12,5
40.588,-73.936,3,1
40.588,-73.935,16,6
40.588,-73.934,5,2
40.588,-73.933,15,6
40.588,-73.932,85,11
40.588,-73.927,3,1
40.588,-73.926,11,5
40.588,-73.925,7,3
40.588,-73.924,1,0
40.588,-73.923,3,1
40.588,-73.922,10,5
40.588,-73.921,6,3
40.588,-73.92,14,6
40.588,-73.817,14,6
40.588,-73.816,10,5
40.588,-73.815,11,5
40.588,-73.814,266,13
40.588,-73.813,48,10
40.588,-73.812,294,14
40.588,-73.811,1037,14
40.588,-73.81,122,12
40.588,-73.809,486,14
40.588,-73.808,1,0
40.588,-73.807,77,11
40.588,-73.806,43,10
40.588,-73.805,37,9
40.588,-73.804,41,9
40.588,-73.802,1,0
40.588,-73.801,8,4
40.588,-73.798,1,0
40.588,-73.791,4,2
40.588,-73.79,2,0
40.589,-74.195,2,0
40.589,-74.191,7,3
40.589,-74.19,2,0
40.589,-74.189,1,0
40.589,-74.188,1,0
40.589,-74.168,101,12
40.589,-74.164,3,1
40.589,-74.163,20,7
40.589,-74.162,6,3
40.589,-74.161,5,2
40.589,-74.16,3,1
40.589,-74.159,9,4
40.589,-74.158,13,6
40.589,-74.156,29,8
40.589,-74.154,4,2
40.589,-74.153,3,1
40.589,-74.152,2,0
40.589,-74.151,4,2
40.589,-74.149,2,0
40.589,-74.148,9,4
40.589,-74.147,6,3
40.589,-74.146,27,8
40.589,-74.145,1,0
40.589,-74.143,3,1
40.589,-74.141,1,0
40.589,-74.139,16,6
40.589,-74.111,3,1
40.589,-74.103,1,0
40.589,-74.102,17,6
40.589,-74.101,31,9
40.589,-74.099,9,4
40.589,-74.098,4,2
40.589,-74.097,26,8
40.589,-74.096,32,9
40.589,-74.095,23,8
40.589,-74.094,10,5
40.589,-74.093,10,5
40.589,-74.092,3,1
40.589,-74.091,7,3
40.589,-74.09,32,9
40.589,-74.089,1,0
40.589,-74.088,6,3
40.589,-74.087,6,3
40.589,-74.086,10,5
40.589,-74.085,8,4
40.589,-74.079,6,3
40.589,-74.078,8,4
40.589,-74.077,1,0
40.589,-74.075,1,0
40.589,-74.073,3,1
40.589,-74.068,14,6
40.589,-73.993,18,7
40.589,-73.992,4,2
40.589,-73.991,17,6
40.589,-73.99,7,3
40.589,-73.989,9,4
40.589,-73.988,8,4
40.589,-73.987,11,5
40.589,-73.986,30,8
40.589,-73.985,7,3
40.589,-73.984,364,14
40.589,-73.983,5,2
40.589,-73.982,9,4
40.589,-73.981,190,13
40.589,-73.974,8,4
40.589,-73.973,7,3
40.589,-73.972,12,5
40.589,-73.971,13,6
40.589,-73.97,13,6
40.589,-73.969,15,6
40.589,-73.968,29,8
40.589,-73.967,2,0
40.589,-73.966,48,10
40.589,-73.965,3,1
40.589,-73.964,10,5
40.589,-73.963,3,1
40.589,-73.962,18,7
40.589,-73.961,83,11
40.589,-73.96,23,8
40.589,-73.958,31,9
40.589,-73.957,3,1
40.589,-73.956,5,2
40.589,-73.955,23,8
40.589,-73.954,6,3
40.589,-73.953,17,6
40.589,-73.952,3,1
40.589,-73.951,42,10
40.589,-73.949,48,10
40.589,-73.948,51,10
40.589,-73.947,38,9
40.589,-73.946,27,8
40.589,-73.945,25,8
40.589,-73.944,12,5
40.589,-73.943,13,6
40.589,-73.942,10,5
40.589,-73.941,23,8
40.589,-73.939,18,7
40.589,-73.938,10,5
40.589,-73.937,15,6
40.589,-73.936,28,8
40.589,-73.935,5,2
40.589,-73.932,1,0
40.589,-73.927,2,0
40.589,-73.926,1,0
40.589,-73.925,4,2
40.589,-73.924,7,3
40.589,-73.923,7,3
40.589,-73.922,9,4
40.589,-73.921,18,7
40.589,-73.92,11,5
40.589,-73.9,34,9
40.589,-73.817,49,10
40.589,-73.816,55,10
40.589,-73.815,34,9
40.589,-73.814,54,10
40.589,-73.813,72,11
40.589,-73.812,79,11
40.589,-73.811,37,9
40.589,-73.807,7,3
40.589,-73.806,10,5
40.589,-73.805,20,7
40.589,-73.804,6,3
40.589,-73.803,15,6
40.589,-73.802,19,7
40.589,-73.801,70,11
40.589,-73.8,6,3
40.589,-73.796,8,4
40.589,-73.789,23,8
40.589,-73.787,736,14
40.59,-74.193,88,12
40.59,-74.191,8,4
40.59,-74.19,4,2
40.59,-74.189,6,3
40.59,-74.188,5,2
40.59,-74.187,1,0
40.59,-74.167,26,8
40.59,-74.165,27,8
40.59,-74.164,27,8
40.59,-74.163,4,2
40.59,-74.162,9,4
40.59,-74.16,4,2
40.59,-74.159,3,1
40.59,-74.158,11,5
40.59,-74.157,32,9
40.59,-74.155,16,6
40.59,-74.153,3,1
40.59,-74.152,7,3
40.59,-74.151,13,6
40.59,-74.15,3,1
40.59,-74.146,1,0
40.59,-74.111,2,0
40.59,-74.107,1,0
40.59,-74.106,2,0
40.59,-74.102,1,0
40.59,-74.101,18,7
40.59,-74.1,6,3
40.59,-74.099,7,3
40.59,-74.098,6,3
40.59,-74.097,1,0
40.59,-74.096,17,6
40.59,-74.095,9,4
40.59,-74.094,7,3
40.59,-74.093,5,2
40.59,-74.092,4,2
40.59,-74.091,7,3
40.59,-74.09,2,0
40.59,-74.089,25,8
40.59,-74.088,2,0
40.59,-74.087,18,7
40.59,-74.086,7,3
40.59,-74.084,2,0
40.59,-74.081,4,2
40.59,-74.08,3,1
40.59,-74.079,7,3
40.59,-74.078,10,5
40.59,-74.077,10,5
40.59,-74.076,3,1
40.59,-74.075,1,0
40.59,-74.074,9,4
40.59,-74.073,9,4
40.59,-74.068,2,0
40.59,-74.067,137,12
40.59,-73.993,3,1
40.59,-73.992,36,9
40.59,-73.991,16,6
40.59,-73.989,18,7
40.59,-73.988,10,5
40.59,-73.987,12,5
40.59,-73.986,18,7
40.59,-73.985,10,5
40.59,-73.984,51,10
40.59,-73.983,6,3
40.59,-73.982,23,8
40.59,-73.981,330,14
40.59,-73.979,175,13
40.59,-73.978,17,6
40.59,-73.976,3,1
40.59,-73.975,10,5
40.59,-73.974,182,13
40.59,-73.973,55,10
40.59,-73.972,20,7
40.59,-73.971,3,1
40.59,-73.969,6,3
40.59,-73.968,3,1
40.59,-73.967,6,3
40.59,-73.966,10,5
40.59,-73.965,26,8
40.59,-73.964,17,6
40.59,-73.963,7,3
40.59,-73.962,3,1
40.59,-73.961,30,8
40.59,-73.96,10,5
40.59,-73.959,27,8
40.59,-73.958,27,8
40.59,-73.957,30,8
40.59,-73.956,15,6
40.59,-73.955,35,9
40.59,-73.954,14,6
40.59,-73.953,127,12
40.59,-73.952,319,14
40.59,-73.951,6,3
40.59,-73.95,65,11
40.59,-73.949,21,7
40.59,-73.948,17,6
40.59,-73.947,9,4
40.59,-73.946,18,7
40.59,-73.945,7,3
40.59,-73.944,6,3
40.59,-73.943,5,2
40.59,-73.942,2,0
40.59,-73.94,78,11
40.59,-73.939,16,6
40.59,-73.938,16,6
40.59,-73.937,12,5
40.59,-73.936,19,7
40.59,-73.935,22,7
40.59,-73.93,4,2
40.59,-73.929,1,0
40.59,-73.928,1,0
40.59,-73.927,6,3
40.59,-73.926,2,0
40.59,-73.925,1,0
40.59,-73.924,11,5
40.59,-73.923,5,2
40.59,-73.922,23,8
40.59,-73.815,15,6
40.59,-73.814,80,11
40.59,-73.813,9,4
40.59,-73.812,92,12
40.59,-73.811,90,12
40.59,-73.81,331,14
40.59,-73.809,10,5
40.59,-73.808,421,14
40.59,-73.807,54,10
40.59,-73.806,3,1
40.59,-73.804,11,5
40.59,-73.803,5,2
40.59,-73.801,18,7
40.59,-73.799,284,14
40.59,-73.798,64,11
40.59,-73.797,16,6
40.59,-73.796,77,11
40.59,-73.795,2,0
40.59,-73.791,2,0
40.59,-73.79,15,6
40.59,-73.789,744,14
40.59,-73.786,2,0
40.59,-73.784,1,0
40.591,-74.192,11,5
40.591,-74.191,4,2
40.591,-74.19,3,1
40.591,-74.189,4,2
40.591,-74.187,5,2
40.591,-74.186,5,2
40.591,-74.166,66,11
40.591,-74.164,4,2
40.591,-74.163,9,4
40.591,-74.161,43,10
40.591,-74.159,22,7
40.591,-74.158,1,0
40.591,-74.156,7,3
40.591,-74.155,4,2
40.591,-74.154,5,2
40.591,-74.153,4,2
40.591,-74.152,8,4
40.591,-74.15,7,3
40.591,-74.148,8,4
40.591,-74.145,1,0
40.591,-74.11,2,0
40.591,-74.108,1,0
40.591,-74.107,3,1
40.591,-74.105,3,1
40.591,-74.103,3,1
40.591,-74.101,42,10
40.591,-74.1,4,2
40.591,-74.099,4,2
40.591,-74.098,2,0
40.591,-74.097,2,0
40.591,-74.096,1,0
40.591,-74.095,2,0
40.591,-74.094,6,3
40.591,-74.093,1,0
40.591,-74.092,3,1
40.591,-74.091,18,7
40.591,-74.09,2,0
40.591,-74.089,1,0
40.591,-74.088,61,11
40.591,-74.087,2,0
40.591,-74.086,2,0
40.591,-74.085,3,1
40.591,-74.083,4,2
40.591,-74.081,5,2
40.591,-74.079,4,2
40.591,-74.078,9,4
40.591,-74.077,10,5
40.591,-74.076,4,2
40.591,-74.075,8,4
40.591,-74.074,1,0
40.591,-74.072,29,8
40.591,-74.068,4,2
40.591,-74.067,5,2
40.591,-74.066,1,0
40.591,-73.994,4,2
40.591,-73.993,17,6
40.591,-73.992,19,7
40.591,-73.991,1,0
40.591,-73.99,30,8
40.591,-73.989,9,4
40.591,-73.988,3,1
40.591,-73.987,8,4
40.591,-73.986,17,6
40.591,-73.985,30,8
40.591,-73.984,343,14
40.591,-73.983,135,12
40.591,-73.982,186,13
40.591,-73.981,33,9
40.591,-73.978,513,14
40.591,-73.977,23,8
40.591,-73.976,20,7
40.591,-73.975,35,9
40.591,-73.974,23,8
40.591,-73.973,13,6
40.591,-73.972,8,4
40.591,-73.971,37,9
40.591,-73.97,20,7
40.591,-73.969,42,10
40.591,-73.968,57,10
40.591,-73.967,28,8
40.591,-73.966,4,2
40.591,-73.965,46,10
40.591,-73.964,6,3
40.591,-73.963,31,9
40.591,-73.962,9,4
40.591,-73.961,80,11
40.591,-73.96,26,8
40.591,-73.959,12,5
40.591,-73.958,2,0
40.591,-73.957,14,6
40.591,-73.956,11,5
40.591,-73.955,15,6
40.591,-73.954,5,2
40.591,-73.953,5,2
40.591,-73.952,10,5
40.591,-73.951,19,7
40.591,-73.95,58,10
40.591,-73.949,20,7
40.591,-73.948,8,4
40.591,-73.947,15,6
40.591,-73.946,18,7
40.591,-73.945,18,7
40.591,-73.944,17,6
40.591,-73.943,14,6
40.591,-73.942,8,4
40.591,-73.941,6,3
40.591,-73.94,260,13
40.591,-73.939,21,7
40.591,-73.937,51,10
40.591,-73.935,2,0
40.591,-73.93,1,0
40.591,-73.929,5,2
40.591,-73.928,1,0
40.591,-73.927,2,0
40.591,-73.926,9,4
40.591,-73.925,7,3
40.591,-73.923,12,5
40.591,-73.812,12,5
40.591,-73.811,7,3
40.591,-73.81,66,11
40.591,-73.807,41,9
40.591,-73.806,2,0
40.591,-73.805,36,9
40.591,-73.804,5,2
40.591,-73.803,100,12
40.591,-73.802,28,8
40.591,-73.801,139,12
40.591,-73.8,3,1
40.591,-73.798,18,7
40.591,-73.797,7,3
40.591,-73.796,755,14
40.591,-73.795,9,4
40.591,-73.794,9,4
40.591,-73.793,3,1
40.591,-73.79,58,10
40.591,-73.789,13,6
40.591,-73.786,485,14
40.591,-73.784,1,0
40.591,-73.782,1,0
40.591,-73.781,1,0
40.591,-73.78,2,0
40.591,-73.775,3,1
40.591,-73.768,2,0
40.591,-73.767,2,0
40.592,-74.192,1,0
40.592,-74.191,3,1
40.592,-74.19,15,6
40.592,-74.189,2,0
40.592,-74.188,6,3
40.592,-74.187,5,2
40.592,-74.186,1,0
40.592,-74.185,1,0
40.592,-74.165,60,11
40.592,-74.164,12,5
