RoundedLat,RoundedLong,Count,bins
40.499,-74.244,4,2
40.499,-74.243,8,4
40.499,-74.242,6,3
40.499,-74.241,2,0
40.499,-74.24,2,0
40.5,-74.245,5,2
40.5,-74.244,11,5
40.5,-74.24,1,0
40.5,-74.239,10,5
40.5,-74.238,2,0
40.5,-74.237,2,0
40.5,-74.236,7,3
40.501,-74.249,5,2
40.501,-74.246,1,0
40.501,-74.245,2,0
40.501,-74.243,3,1
40.501,-74.242,6,3
40.501,-74.241,4,2
40.501,-74.24,4,2
40.501,-74.239,18,7
40.501,-74.238,1,0
40.501,-74.237,1,0
40.502,-74.254,1,0
40.502,-74.249,7,3
40.502,-74.248,5,2
40.502,-74.245,1,0
40.502,-74.244,1,0
40.502,-74.243,4,2
40.502,-74.242,1,0
40.502,-74.241,3,1
40.502,-74.238,18,7
40.502,-74.237,5,2
40.502,-74.235,6,3
40.502,-74.233,10,5
40.502,-74.232,6,3
40.503,-74.252,12,5
40.503,-74.251,6,3
40.503,-74.25,2,0
40.503,-74.249,2,0
40.503,-74.248,1,0
40.503,-74.247,1,0
40.503,-74.246,5,2
40.503,-74.245,8,4
40.503,-74.244,5,2
40.503,-74.243,2,0
40.503,-74.242,5,2
40.503,-74.239,2,0
40.503,-74.238,3,1
40.503,-74.237,7,3
40.503,-74.232,6,3
40.503,-74.231,3,1
40.503,-74.228,1,0
40.504,-74.253,2,0
40.504,-74.252,7,3
40.504,-74.25,2,0
40.504,-74.248,1,0
40.504,-74.247,4,2
40.504,-74.246,2,0
40.504,-74.245,3,1
40.504,-74.244,4,2
40.504,-74.243,5,2
40.504,-74.241,5,2
40.504,-74.24,8,4
40.504,-74.239,6,3
40.504,-74.238,7,3
40.504,-74.232,4,2
40.505,-74.249,1,0
40.505,-74.248,4,2
40.505,-74.247,4,2
40.505,-74.246,8,4
40.505,-74.243,4,2
40.505,-74.242,7,3
40.505,-74.241,4,2
40.505,-74.24,6,3
40.505,-74.239,2,0
40.505,-74.238,3,1
40.505,-74.229,1,0
40.506,-74.253,1,0
40.506,-74.252,4,2
40.506,-74.25,1,0
40.506,-74.248,4,2
40.506,-74.247,1,0
40.506,-74.245,9,4
40.506,-74.244,3,1
40.506,-74.243,7,3
40.506,-74.242,2,0
40.506,-74.241,5,2
40.506,-74.24,1,0
40.506,-74.238,20,7
40.506,-74.237,2,0
40.506,-74.235,21,7
40.507,-74.255,1,0
40.507,-74.254,9,4
40.507,-74.253,5,2
40.507,-74.252,1,0
40.507,-74.251,3,1
40.507,-74.248,5,2
40.507,-74.246,1,0
40.507,-74.245,8,4
40.507,-74.244,1,0
40.507,-74.243,3,1
40.507,-74.241,1,0
40.507,-74.24,1,0
40.507,-74.239,1,0
40.507,-74.237,1,0
40.507,-74.236,3,1
40.507,-74.234,2,0
40.507,-74.233,11,5
40.507,-74.232,5,2
40.507,-74.231,2,0
40.507,-74.224,1,0
40.508,-74.255,13,6
40.508,-74.252,6,3
40.508,-74.251,2,0
40.508,-74.249,3,1
40.508,-74.247,1,0
40.508,-74.246,20,7
40.508,-74.245,2,0
40.508,-74.243,20,7
40.508,-74.241,3,1
40.508,-74.236,2,0
40.508,-74.235,1,0
40.508,-74.233,5,2
40.508,-74.23,37,9
40.508,-74.228,5,2
40.508,-74.227,1,0
40.508,-74.224,9,4
40.509,-74.253,3,1
40.509,-74.251,2,0
40.509,-74.25,5,2
40.509,-74.249,6,3
40.509,-74.248,11,5
40.509,-74.247,33,9
40.509,-74.246,15,6
40.509,-74.245,2,0
40.509,-74.244,1,0
40.509,-74.243,4,2
40.509,-74.242,2,0
40.509,-74.241,3,1
40.509,-74.24,1,0
40.509,-74.239,6,3
40.509,-74.238,8,4
40.509,-74.237,2,0
40.509,-74.236,3,1
40.509,-74.235,3,1
40.509,-74.234,4,2
40.509,-74.233,3,1
40.509,-74.231,4,2
40.509,-74.23,8,4
40.509,-74.229,1,0
40.509,-74.228,2,0
40.509,-74.225,2,0
40.509,-74.224,8,4
40.509,-74.223,148,13
40.509,-74.22,1,0
40.51,-74.251,1,0
40.51,-74.25,6,3
40.51,-74.249,12,5
40.51,-74.248,29,8
40.51,-74.247,5,2
40.51,-74.246,10,5
40.51,-74.245,6,3
40.51,-74.244,22,7
40.51,-74.243,5,2
40.51,-74.24,6,3
40.51,-74.238,2,0
40.51,-74.237,3,1
40.51,-74.236,1,0
40.51,-74.231,3,1
40.51,-74.228,1,0
40.51,-74.218,34,9
40.511,-74.253,2,0
40.511,-74.252,15,6
40.511,-74.251,1,0
40.511,-74.25,2,0
40.511,-74.248,29,8
40.511,-74.247,3,1
40.511,-74.246,4,2
40.511,-74.245,5,2
40.511,-74.243,11,5
40.511,-74.242,16,6
40.511,-74.241,36,9
40.511,-74.24,4,2
40.511,-74.238,2,0
40.511,-74.237,12,5
40.511,-74.236,4,2
40.511,-74.234,1,0
40.511,-74.231,13,6
40.511,-74.225,1,0
40.512,-74.253,3,1
40.512,-74.252,5,2
40.512,-74.251,28,8
40.512,-74.25,532,14
40.512,-74.249,3083,14
40.512,-74.248,13,6
40.512,-74.245,6,3
40.512,-74.244,3,1
40.512,-74.243,7,3
40.512,-74.241,7,3
40.512,-74.24,30,8
40.512,-74.239,2,0
40.512,-74.237,2,0
40.512,-74.236,2,0
40.512,-74.235,4,2
40.512,-74.233,2,0
40.512,-74.232,11,5
40.512,-74.231,1,0
40.512,-74.21,38,9
40.513,-74.251,13,6
40.513,-74.25,23,8
40.513,-74.249,7,3
40.513,-74.248,7,3
40.513,-74.246,7,3
40.513,-74.245,5,2
40.513,-74.244,3,1
40.513,-74.243,5,2
40.513,-74.242,7,3
40.513,-74.241,8,4
40.513,-74.238,7,3
40.513,-74.237,7,3
40.513,-74.231,1,0
40.513,-74.208,1,0
40.513,-74.203,1,0
40.513,-74.201,2,0
40.513,-74.2,4,2
40.513,-74.197,28,8
40.513,-74.196,2,0
40.513,-74.195,1,0
40.513,-74.194,5,2
40.514,-74.251,3,1
40.514,-74.25,2,0
40.514,-74.249,1,0
40.514,-74.248,5,2
40.514,-74.247,11,5
40.514,-74.246,3,1
40.514,-74.245,7,3
40.514,-74.243,5,2
40.514,-74.242,4,2
40.514,-74.24,1,0
40.514,-74.239,4,2
40.514,-74.238,13,6
40.514,-74.237,15,6
40.514,-74.236,18,7
40.514,-74.235,3,1
40.514,-74.232,3,1
40.514,-74.211,5,2
40.514,-74.206,17,6
40.514,-74.202,1,0
40.514,-74.201,1,0
40.514,-74.197,2,0
40.514,-74.196,1,0
40.514,-74.195,6,3
40.515,-74.248,14,6
40.515,-74.247,8,4
40.515,-74.246,9,4
40.515,-74.245,47,10
40.515,-74.244,2,0
40.515,-74.243,12,5
40.515,-74.241,2,0
40.515,-74.24,3,1
40.515,-74.239,3,1
40.515,-74.237,23,8
40.515,-74.235,9,4
40.515,-74.232,2,0
40.515,-74.212,2,0
40.515,-74.205,13,6
40.515,-74.204,3,1
40.515,-74.202,7,3
40.515,-74.198,3,1
40.515,-74.197,3,1
40.515,-74.196,5,2
40.515,-74.195,3,1
40.515,-74.194,26,8
40.516,-74.245,1,0
40.516,-74.244,11,5
40.516,-74.24,1,0
40.516,-74.239,11,5
40.516,-74.238,10,5
40.516,-74.237,6,3
40.516,-74.236,7,3
40.516,-74.235,1,0
40.516,-74.234,15,6
40.516,-74.233,79,11
40.516,-74.212,6,3
40.516,-74.211,6,3
40.516,-74.208,1,0
40.516,-74.207,2,0
40.516,-74.205,1,0
40.516,-74.204,11,5
40.516,-74.202,1,0
40.516,-74.199,5,2
40.516,-74.198,3,1
40.516,-74.197,14,6
40.516,-74.196,3,1
40.516,-74.194,3,1
40.517,-74.242,19,7
40.517,-74.241,2,0
40.517,-74.24,1,0
40.517,-74.239,3,1
40.517,-74.238,8,4
40.517,-74.237,1,0
40.517,-74.234,74,11
40.517,-74.233,11,5
40.517,-74.232,8,4
40.517,-74.211,2,0
40.517,-74.208,1,0
40.517,-74.205,4,2
40.517,-74.204,3,1
40.517,-74.203,54,10
40.517,-74.199,3,1
40.517,-74.197,157,13
40.517,-74.194,2,0
40.517,-74.193,1,0
40.517,-74.191,1,0
40.518,-74.243,1,0
40.518,-74.241,30,8
40.518,-74.239,2,0
40.518,-74.238,5,2
40.518,-74.232,2,0
40.518,-74.231,1,0
40.518,-74.225,8,4
40.518,-74.213,6,3
40.518,-74.211,2,0
40.518,-74.198,1,0
40.518,-74.197,14,6
40.518,-74.196,1,0
40.518,-74.195,7,3
40.518,-74.194,2,0
40.519,-74.24,6,3
40.519,-74.231,7,3
40.519,-74.228,3,1
40.519,-74.222,6,3
40.519,-74.211,6,3
40.519,-74.21,4,2
40.519,-74.209,2,0
40.519,-74.208,5,2
40.519,-74.206,2,0
40.519,-74.205,1,0
40.519,-74.204,3,1
40.519,-74.201,3,1
40.519,-74.2,12,5
40.519,-74.199,1,0
40.519,-74.198,1,0
40.519,-74.197,147,13
40.519,-74.196,11,5
40.519,-74.195,1,0
40.519,-74.194,2,0
40.519,-74.188,2,0
40.519,-74.187,1,0
40.52,-74.235,3,1
40.52,-74.23,1,0
40.52,-74.229,18,7
40.52,-74.22,3,1
40.52,-74.219,6,3
40.52,-74.213,7,3
40.52,-74.207,4,2
40.52,-74.205,3,1
40.52,-74.199,2,0
40.52,-74.197,26,8
40.52,-74.196,9,4
40.52,-74.195,44,10
40.52,-74.188,6,3
40.521,-74.24,1,0
40.521,-74.239,27,8
40.521,-74.237,12,5
40.521,-74.235,70,11
40.521,-74.234,6,3
40.521,-74.232,2,0
40.521,-74.23,1,0
40.521,-74.229,1,0
40.521,-74.217,26,8
40.521,-74.216,1,0
40.521,-74.215,1,0
40.521,-74.214,4,2
40.521,-74.212,1,0
40.521,-74.211,4,2
40.521,-74.21,7,3
40.521,-74.209,3,1
40.521,-74.207,10,5
40.521,-74.205,6,3
40.521,-74.198,31,9
40.521,-74.197,4,2
40.521,-74.196,2,0
40.521,-74.184,18,7
40.522,-74.235,59,10
40.522,-74.23,5,2
40.522,-74.229,1,0
40.522,-74.224,1,0
40.522,-74.223,3,1
40.522,-74.222,2,0
40.522,-74.221,1,0
40.522,-74.217,69,11
40.522,-74.216,4,2
40.522,-74.215,8,4
40.522,-74.214,7,3
40.522,-74.213,1,0
40.522,-74.212,6,3
40.522,-74.21,1,0
40.522,-74.205,1,0
40.522,-74.2,3,1
40.522,-74.199,5,2
40.522,-74.198,1,0
40.522,-74.186,1,0
40.522,-74.184,11,5
40.522,-74.18,1,0
40.523,-74.239,18,7
40.523,-74.234,9,4
40.523,-74.223,2,0
40.523,-74.221,7,3
40.523,-74.22,2,0
40.523,-74.217,4,2
40.523,-74.216,14,6
40.523,-74.215,3,1
40.523,-74.214,4,2
40.523,-74.21,8,4
40.523,-74.207,2,0
40.523,-74.2,9,4
40.523,-74.199,22,7
40.523,-74.19,43,10
40.523,-74.188,20,7
40.523,-74.181,3,1
40.523,-74.18,2,0
40.524,-74.235,43,10
40.524,-74.222,1,0
40.524,-74.221,3,1
40.524,-74.22,1,0
40.524,-74.219,3,1
40.524,-74.218,10,5
40.524,-74.217,7,3
40.524,-74.216,36,9
40.524,-74.215,6,3
40.524,-74.214,4,2
40.524,-74.213,3,1
40.524,-74.212,4,2
40.524,-74.211,1,0
40.524,-74.207,3,1
40.524,-74.205,3,1
40.524,-74.204,6,3
40.524,-74.203,15,6
40.524,-74.202,3,1
40.524,-74.201,8,4
40.524,-74.2,10,5
40.524,-74.199,2,0
40.524,-74.198,1,0
40.524,-74.187,5,2
40.524,-74.186,45,10
40.524,-74.181,1,0
40.524,-74.172,6,3
40.524,-74.171,1,0
40.525,-74.239,47,10
40.525,-74.237,9,4
40.525,-74.234,1,0
40.525,-74.233,50,10
40.525,-74.231,1,0
40.525,-74.23,82,11
40.525,-74.22,4,2
40.525,-74.219,2,0
40.525,-74.218,1,0
40.525,-74.217,2,0
40.525,-74.214,4,2
40.525,-74.212,1,0
40.525,-74.211,2,0
40.525,-74.21,12,5
40.525,-74.208,2,0
40.525,-74.207,17,6
40.525,-74.205,1,0
40.525,-74.203,9,4
40.525,-74.201,90,12
40.525,-74.2,35,9
40.525,-74.199,1,0
40.525,-74.189,3,1
40.525,-74.187,2,0
40.525,-74.185,1,0
40.525,-74.184,9,4
40.525,-74.182,3,1
40.525,-74.18,3,1
40.525,-74.175,5,2
40.525,-74.174,1,0
40.525,-74.168,2,0
40.526,-74.237,1,0
40.526,-74.23,7,3
40.526,-74.224,20,7
40.526,-74.216,18,7
40.526,-74.215,1,0
40.526,-74.21,1,0
40.526,-74.209,1,0
40.526,-74.207,5,2
40.526,-74.205,18,7
40.526,-74.204,4,2
40.526,-74.203,1,0
40.526,-74.202,100,12
40.526,-74.201,16,6
40.526,-74.2,1,0
40.526,-74.193,2,0
40.526,-74.19,7,3
40.526,-74.188,1,0
40.526,-74.187,2,0
40.526,-74.18,14,6
40.526,-74.179,1,0
40.526,-74.174,4,2
40.526,-74.168,6,3
40.526,-74.167,5,2
40.527,-74.23,5,2
40.527,-74.219,2,0
40.527,-74.216,5,2
40.527,-74.215,1,0
40.527,-74.208,4,2
40.527,-74.207,4,2
40.527,-74.203,3,1
40.527,-74.201,26,8
40.527,-74.199,4,2
40.527,-74.191,10,5
40.527,-74.19,1,0
40.527,-74.188,1,0
40.527,-74.187,2,0
40.527,-74.181,3,1
40.527,-74.178,17,6
40.527,-74.177,4,2
40.527,-74.176,2,0
40.527,-74.175,9,4
40.527,-74.174,11,5
40.527,-74.171,4,2
40.527,-74.169,10,5
40.527,-74.168,4,2
40.527,-74.167,15,6
40.527,-74.166,7,3
40.527,-74.164,1,0
40.527,-74.162,4,2
40.528,-74.239,8,4
40.528,-74.237,34,9
40.528,-74.235,6,3
40.528,-74.233,1,0
40.528,-74.23,68,11
40.528,-74.217,12,5
40.528,-74.216,24,8
40.528,-74.215,1,0
40.528,-74.213,3,1
40.528,-74.211,5,2
40.528,-74.208,2,0
40.528,-74.204,1,0
40.528,-74.202,12,5
40.528,-74.201,3,1
40.528,-74.2,10,5
40.528,-74.199,4,2
40.528,-74.198,1,0
40.528,-74.192,198,13
40.528,-74.191,4,2
40.528,-74.19,5,2
40.528,-74.189,8,4
40.528,-74.187,3,1
40.528,-74.178,10,5
40.528,-74.177,1,0
40.528,-74.176,1,0
40.528,-74.175,2,0
40.528,-74.169,2,0
40.528,-74.168,3,1
40.528,-74.166,5,2
40.528,-74.165,10,5
40.528,-74.164,12,5
40.528,-74.163,1,0
40.528,-74.162,7,3
40.528,-74.161,1,0
40.528,-74.16,4,2
40.528,-74.159,2,0
40.529,-74.22,4,2
40.529,-74.219,1,0
40.529,-74.217,13,6
40.529,-74.213,2,0
40.529,-74.211,30,8
40.529,-74.207,1,0
40.529,-74.206,3,1
40.529,-74.204,2,0
40.529,-74.203,2,0
40.529,-74.202,10,5
40.529,-74.2,2,0
40.529,-74.198,8,4
40.529,-74.197,3,1
40.529,-74.192,1,0
40.529,-74.191,10,5
40.529,-74.19,2,0
40.529,-74.189,5,2
40.529,-74.183,2,0
40.529,-74.181,1,0
40.529,-74.168,1,0
40.529,-74.165,5,2
40.529,-74.163,7,3
40.529,-74.162,3,1
40.529,-74.161,27,8
40.529,-74.16,14,6
40.529,-74.159,5,2
40.529,-74.158,10,5
40.53,-74.239,2,0
40.53,-74.221,6,3
40.53,-74.219,3,1
40.53,-74.217,11,5
40.53,-74.211,30,8
40.53,-74.209,2,0
40.53,-74.208,2,0
40.53,-74.207,1,0
40.53,-74.205,3,1
40.53,-74.203,8,4
40.53,-74.201,4,2
40.53,-74.2,2,0
40.53,-74.198,2,0
40.53,-74.197,5,2
40.53,-74.196,21,7
40.53,-74.192,10,5
40.53,-74.191,5,2
40.53,-74.19,17,6
40.53,-74.189,2,0
40.53,-74.187,1,0
40.53,-74.169,2,0
40.53,-74.168,3,1
40.53,-74.166,3,1
40.53,-74.165,4,2
40.53,-74.164,2,0
40.53,-74.163,7,3
40.53,-74.16,1,0
40.53,-74.159,7,3
40.531,-74.223,8,4
40.531,-74.222,5,2
40.531,-74.221,4,2
40.531,-74.22,1,0
40.531,-74.219,3,1
40.531,-74.218,9,4
40.531,-74.217,5,2
40.531,-74.207,9,4
40.531,-74.205,2,0
40.531,-74.204,1,0
40.531,-74.203,8,4
40.531,-74.201,11,5
40.531,-74.199,1,0
40.531,-74.197,3,1
40.531,-74.196,3,1
40.531,-74.195,7,3
40.531,-74.194,15,6
40.531,-74.193,4,2
40.531,-74.192,3,1
40.531,-74.191,4,2
40.531,-74.19,1,0
40.531,-74.189,4,2
40.531,-74.184,2,0
40.531,-74.183,1,0
40.531,-74.17,3,1
40.531,-74.168,2,0
40.531,-74.167,1,0
40.531,-74.166,2,0
40.531,-74.165,2,0
40.531,-74.164,1,0
40.531,-74.162,2,0
40.531,-74.161,2,0
40.531,-74.159,18,7
40.531,-74.157,1,0
40.532,-74.225,21,7
40.532,-74.224,12,5
40.532,-74.223,12,5
40.532,-74.222,9,4
40.532,-74.219,20,7
40.532,-74.218,4,2
40.532,-74.207,1,0
40.532,-74.206,2,0
40.532,-74.204,2,0
40.532,-74.203,34,9
40.532,-74.202,2,0
40.532,-74.2,5,2
40.532,-74.197,14,6
40.532,-74.196,6,3
40.532,-74.195,2,0
40.532,-74.193,2,0
40.532,-74.192,113,12
40.532,-74.191,6,3
40.532,-74.19,2,0
40.532,-74.189,6,3
40.532,-74.188,1,0
40.532,-74.177,1,0
40.532,-74.169,2,0
40.532,-74.168,1,0
40.532,-74.167,1,0
40.532,-74.165,1,0
40.532,-74.164,2,0
40.532,-74.163,1,0
40.532,-74.162,3,1
40.532,-74.161,2,0
40.532,-74.16,2,0
40.532,-74.159,5,2
40.532,-74.156,11,5
40.533,-74.239,5,2
40.533,-74.238,14,6
40.533,-74.222,2,0
40.533,-74.218,1,0
40.533,-74.207,3,1
40.533,-74.205,6,3
40.533,-74.202,2,0
40.533,-74.197,4,2
40.533,-74.196,2,0
40.533,-74.195,1,0
40.533,-74.194,4,2
40.533,-74.193,19,7
40.533,-74.19,2,0
40.533,-74.189,11,5
40.533,-74.188,4,2
40.533,-74.187,1,0
40.533,-74.173,1,0
40.533,-74.172,1,0
40.533,-74.17,4,2
40.533,-74.167,1,0
40.533,-74.164,3,1
40.533,-74.161,2,0
40.533,-74.159,1,0
40.533,-74.157,5,2
40.533,-74.156,5,2
40.533,-74.155,3,1
40.533,-74.154,1,0
40.533,-74.153,1,0
40.533,-74.152,3,1
40.533,-74.151,3,1
40.534,-74.24,4,2
40.534,-74.237,3,1
40.534,-74.236,43,10
40.534,-74.234,4,2
40.534,-74.208,4,2
40.534,-74.207,1,0
40.534,-74.206,2,0
40.534,-74.204,6,3
40.534,-74.201,5,2
40.534,-74.199,5,2
40.534,-74.195,2,0
40.534,-74.194,4,2
40.534,-74.193,41,9
40.534,-74.19,1,0
40.534,-74.187,4,2
40.534,-74.186,6,3
40.534,-74.185,2,0
40.534,-74.183,2,0
40.534,-74.172,1,0
40.534,-74.171,3,1
40.534,-74.166,3,1
40.534,-74.165,1,0
40.534,-74.164,4,2
40.534,-74.156,5,2
40.534,-74.154,69,11
40.534,-74.153,7,3
40.534,-74.152,3,1
40.534,-74.151,13,6
40.534,-74.15,2,0
40.535,-74.241,2,0
40.535,-74.239,5,2
40.535,-74.238,1,0
40.535,-74.237,7,3
40.535,-74.236,2,0
40.535,-74.223,1,0
40.535,-74.22,5,2
40.535,-74.218,9,4
40.535,-74.217,12,5
40.535,-74.216,7,3
40.535,-74.215,5,2
40.535,-74.212,9,4
40.535,-74.211,5,2
40.535,-74.208,3,1
40.535,-74.206,4,2
40.535,-74.204,3,1
40.535,-74.203,1,0
40.535,-74.202,4,2
40.535,-74.201,2,0
40.535,-74.2,11,5
40.535,-74.199,1,0
40.535,-74.197,1,0
40.535,-74.196,3,1
40.535,-74.195,3,1
40.535,-74.193,23,8
40.535,-74.187,5,2
40.535,-74.186,3,1
40.535,-74.184,7,3
40.535,-74.183,3,1
40.535,-74.174,1,0
40.535,-74.172,2,0
40.535,-74.171,4,2
40.535,-74.166,2,0
40.535,-74.165,7,3
40.535,-74.164,2,0
40.535,-74.162,2,0
40.535,-74.161,1,0
40.535,-74.16,1,0
40.535,-74.159,3,1
40.535,-74.156,5,2
40.535,-74.154,9,4
40.535,-74.153,22,7
40.535,-74.152,17,6
40.535,-74.151,5,2
40.535,-74.15,3,1
40.535,-74.149,1,0
40.535,-74.148,4,2
40.536,-74.237,3,1
40.536,-74.223,7,3
40.536,-74.222,8,4
40.536,-74.219,2,0
40.536,-74.218,3,1
40.536,-74.216,1,0
40.536,-74.212,5,2
40.536,-74.211,8,4
40.536,-74.21,1,0
40.536,-74.209,6,3
40.536,-74.208,19,7
40.536,-74.207,2,0
40.536,-74.205,3,1
40.536,-74.203,3,1
40.536,-74.202,2,0
40.536,-74.201,1,0
40.536,-74.2,3,1
40.536,-74.199,1,0
40.536,-74.198,16,6
40.536,-74.196,3,1
40.536,-74.195,3,1
40.536,-74.194,26,8
40.536,-74.186,3,1
40.536,-74.183,4,2
40.536,-74.182,16,6
40.536,-74.181,19,7
40.536,-74.18,6,3
40.536,-74.179,7,3
40.536,-74.178,1,0
40.536,-74.177,7,3
40.536,-74.174,1,0
40.536,-74.173,8,4
40.536,-74.168,2,0
40.536,-74.166,2,0
40.536,-74.165,3,1
40.536,-74.164,2,0
40.536,-74.163,5,2
40.536,-74.16,2,0
40.536,-74.158,2,0
40.536,-74.157,2,0
40.536,-74.156,7,3
40.536,-74.155,3,1
40.536,-74.152,14,6
40.536,-74.15,12,5
40.536,-74.149,5,2
40.536,-74.148,1,0
40.536,-74.147,8,4
40.536,-74.146,3,1
40.537,-74.24,2,0
40.537,-74.239,5,2
40.537,-74.238,2,0
40.537,-74.237,5,2
40.537,-74.231,6,3
40.537,-74.227,1,0
40.537,-74.225,13,6
40.537,-74.224,17,6
40.537,-74.223,4,2
40.537,-74.222,11,5
40.537,-74.221,6,3
40.537,-74.219,6,3
40.537,-74.218,15,6
40.537,-74.217,5,2
40.537,-74.216,2,0
40.537,-74.213,4,2
40.537,-74.212,2,0
40.537,-74.21,6,3
40.537,-74.209,6,3
40.537,-74.207,19,7
40.537,-74.205,16,6
40.537,-74.204,3,1
40.537,-74.203,11,5
40.537,-74.202,3,1
40.537,-74.201,3,1
40.537,-74.2,7,3
40.537,-74.197,1,0
40.537,-74.196,4,2
40.537,-74.194,5,2
40.537,-74.191,2,0
40.537,-74.187,5,2
40.537,-74.184,2,0
40.537,-74.183,2,0
40.537,-74.182,1,0
40.537,-74.181,2,0
40.537,-74.179,6,3
40.537,-74.176,6,3
40.537,-74.175,2,0
40.537,-74.174,6,3
40.537,-74.168,1,0
40.537,-74.167,8,4
40.537,-74.165,1,0
40.537,-74.164,3,1
40.537,-74.163,7,3
40.537,-74.162,2,0
40.537,-74.161,1,0
40.537,-74.16,4,2
40.537,-74.159,5,2
40.537,-74.158,11,5
40.537,-74.156,1,0
40.537,-74.155,1,0
40.537,-74.153,1,0
40.537,-74.151,19,7
40.537,-74.15,2,0
40.537,-74.149,15,6
40.537,-74.148,2,0
40.537,-74.147,10,5
40.537,-74.146,1,0
40.537,-74.145,5,2
40.538,-74.237,25,8
40.538,-74.235,4,2
40.538,-74.234,7,3
40.538,-74.224,1,0
40.538,-74.223,3,1
40.538,-74.222,6,3
40.538,-74.221,5,2
40.538,-74.22,4,2
40.538,-74.219,2,0
40.538,-74.218,43,10
40.538,-74.217,3,1
40.538,-74.216,15,6
40.538,-74.21,3,1
40.538,-74.209,2,0
40.538,-74.207,5,2
40.538,-74.206,10,5
40.538,-74.205,7,3
40.538,-74.204,36,9
40.538,-74.203,132,12
40.538,-74.202,2,0
40.538,-74.201,11,5
40.538,-74.2,2,0
40.538,-74.199,3,1
40.538,-74.197,1,0
40.538,-74.195,5,2
40.538,-74.193,3,1
40.538,-74.192,2,0
40.538,-74.19,3,1
40.538,-74.185,5,2
40.538,-74.183,1,0
40.538,-74.182,3,1
40.538,-74.18,2,0
40.538,-74.179,2,0
40.538,-74.176,1,0
40.538,-74.175,1,0
40.538,-74.174,9,4
40.538,-74.173,6,3
40.538,-74.172,4,2
40.538,-74.168,2,0
40.538,-74.167,1,0
40.538,-74.166,2,0
40.538,-74.165,5,2
40.538,-74.164,2,0
40.538,-74.163,2,0
40.538,-74.162,1,0
40.538,-74.16,4,2
40.538,-74.159,10,5
40.538,-74.158,3,1
40.538,-74.157,1,0
40.538,-74.155,3,1
40.538,-74.154,2,0
40.538,-74.153,9,4
40.538,-74.152,2,0
40.538,-74.151,7,3
40.538,-74.15,46,10
40.538,-74.149,7,3
40.538,-74.148,4,2
40.538,-74.147,17,6
40.538,-74.145,3,1
40.538,-74.144,4,2
40.538,-74.143,2,0
40.539,-74.241,2,0
40.539,-74.24,6,3
40.539,-74.239,1,0
40.539,-74.237,6,3
40.539,-74.235,1,0
40.539,-74.224,2,0
40.539,-74.223,2,0
40.539,-74.222,8,4
40.539,-74.221,3,1
40.539,-74.219,2,0
40.539,-74.218,21,7
40.539,-74.217,1,0
40.539,-74.212,2,0
40.539,-74.211,1,0
40.539,-74.209,2,0
40.539,-74.208,1,0
40.539,-74.206,10,5
40.539,-74.205,2,0
40.539,-74.203,8,4
40.539,-74.202,13,6
40.539,-74.201,3,1
40.539,-74.2,3,1
40.539,-74.198,2,0
40.539,-74.197,1,0
40.539,-74.195,11,5
40.539,-74.192,4,2
40.539,-74.191,1,0
40.539,-74.189,2,0
40.539,-74.186,5,2
40.539,-74.183,1,0
40.539,-74.182,2,0
40.539,-74.181,1,0
40.539,-74.179,1,0
40.539,-74.178,5,2
40.539,-74.176,1,0
40.539,-74.175,3,1
40.539,-74.174,4,2
40.539,-74.173,3,1
40.539,-74.172,5,2
40.539,-74.171,5,2
40.539,-74.168,6,3
40.539,-74.167,5,2
40.539,-74.166,11,5
40.539,-74.165,1,0
40.539,-74.163,3,1
40.539,-74.162,1,0
40.539,-74.161,5,2
40.539,-74.16,3,1
40.539,-74.156,1,0
40.539,-74.154,3,1
40.539,-74.153,2,0
40.539,-74.152,2,0
40.539,-74.15,10,5
40.539,-74.149,9,4
40.539,-74.146,9,4
40.539,-74.145,6,3
40.54,-74.238,85,11
40.54,-74.225,4,2
40.54,-74.224,25,8
40.54,-74.223,2,0
40.54,-74.222,5,2
40.54,-74.22,8,4
40.54,-74.218,15,6
40.54,-74.216,3,1
40.54,-74.212,2,0
40.54,-74.211,5,2
40.54,-74.209,4,2
40.54,-74.208,5,2
40.54,-74.207,5,2
40.54,-74.206,2,0
40.54,-74.205,1,0
40.54,-74.204,3,1
40.54,-74.202,10,5
40.54,-74.201,4,2
40.54,-74.2,7,3
40.54,-74.197,1,0
40.54,-74.196,7,3
40.54,-74.194,4,2
40.54,-74.193,2,0
40.54,-74.192,3,1
40.54,-74.191,4,2
40.54,-74.19,1,0
40.54,-74.189,1,0
40.54,-74.187,2,0
40.54,-74.186,1,0
40.54,-74.184,8,4
40.54,-74.182,3,1
40.54,-74.181,3,1
40.54,-74.177,8,4
40.54,-74.176,10,5
40.54,-74.175,4,2
40.54,-74.174,2,0
40.54,-74.173,2,0
40.54,-74.172,13,6
40.54,-74.171,6,3
40.54,-74.169,23,8
40.54,-74.168,5,2
40.54,-74.166,4,2
40.54,-74.165,3,1
40.54,-74.163,2,0
40.54,-74.161,15,6
40.54,-74.16,6,3
40.54,-74.159,2,0
40.54,-74.158,3,1
40.54,-74.157,5,2
40.54,-74.155,1,0
40.54,-74.153,10,5
40.54,-74.151,7,3
40.54,-74.15,6,3
40.54,-74.149,2,0
40.54,-74.148,38,9
40.54,-74.146,1,0
40.541,-74.238,10,5
40.541,-74.225,3,1
40.541,-74.224,7,3
